<document id="null">
<head>

</head>
<Sentence id=''''>
1	﻿यौ	INJ	
29	ठहराओल	VM	
30	जाय	VAUX	
31	।	SYM	
</Sentence>

<Sentence id=''>
1	मूसा	NNP	
2	धर्म	NN	
3	-	SYM	
4	नियम	NN	
5	पर	PSP	
6	आधारित	NN	
7	धार्मिकताक	JJ	
8	विषय	NN	
9	मे	PSP	
10	ई	PRP	
11	लिखने	VM	
12	छथि	VAUX	
13	जे	PRP	
14	,	SYM	
15	जे	PRP	
16	व्यक्ति	NN	
17	धर्म	NN	
18	-	SYM	
19	नियमक	NN	
20	पालन	NN	
21	करैत	VM	
22	अछि	VAUX	
23	से	PSP	
24	ओहि	DEM	
25	द्वारा	PSP	
26	जीवन	NN	
27	पाओत	VM	
28	।	SYM	
</Sentence>

<Sentence id=''>
1	मुदा	CC	
2	जे	PRP	
3	धार्मिकता	JJ	
4	विश्वास	NN	
5	पर	PSP	
6	आधारित	VM	
7	अछि	VAUX	
8	,	SYM	
9	ताहि	PRP	
10	सम्बन्ध	NN	
11	मे	PSP	
12	ई	PRP	
13	लिखल	VM	
14	अछि	VAUX	
15	,	SYM	
16	अपना	PRP	
17	मोन	NN	
18	मे	PSP	
19	ई	PRP	
20	नहि	NEG	
21	कहू	VM	
22	जे	PRP	
23	,	SYM	
24	स्वर्ग	NN	
25	पर	PSP	
26	के	PSP	
27	चढ़त	VM	
28	?	SYM	
</Sentence>

<Sentence id=''>
1	अर्थात्	CC	
2	,	SYM	
3	मसीह	NNP	
4	केँ	PSP	
5	नीचाँ		
6	लयबाक	VM	
7	लेल	PSP	
8	।	SYM	
</Sentence>

<Sentence id=''>
1	वा	CC	
2	पाताल	NN	
3	मे	PSP	
4	केँ	WQ	
5	उतरत	VM	
6	?	SYM	
</Sentence>

<Sentence id=''>
1	अर्थात्	NN	
2	मुइल	VM	
3	सभ	QF	
4	मे	PSP	
5	सँ	PSP	
6	मसीह	NN	
7	केँ	PSP	
8	जिआ	VM	
9	कऽ	VAUX	
10	ऊपर	NST	
11	अनबाक	VM	
12	लेल	PSP	
13	।	SYM	
</Sentence>

<Sentence id=''>
1	विश्वास	NN	
2	पर	PSP	
3	आधारित	NN	
4	धार्मिकताक	JJ	
5	सम्बन्ध	NN	
6	?	SYM	
</Sentence>

<Sentence id=''>
1	मे	PSP	
2	यैह	PRP	
3	लिखल	VM	
4	अछि	VAUX	
5	जे	PRP	
6	,	SYM	
7	वचन	NN	
8	अहाँ	PRP	
9	सभक	RP	
10	लग	NST	
11	मे	PSP	
12	अछि	VM	
13	,	SYM	
14	ओ	PRP	
15	अहाँक	PRP	
16	मुँह	NN	
17	मे	PSP	
18	आ	CC	
19	अहाँक	PRP	
20	हृदय	NN	
21	मे	PSP	
22	अछि	VM	
23	,	SYM	
24	अर्थात्	CC	
25	ई	PRP	
26	विश्वासक	NN	
27	वचन	NN	
28	,	SYM	
29	जकर	PRP	
30	हम	PRP	
31	सभ	QF	
32	प्रचार	NN	
33	करैत	VM	
34	छी	VAUX	
35	जे	PRP	
36	,	SYM	
37	जँ	RB	
38	अहाँ	PRP	
39	अपना	PRP	
40	मुँह	NN	
41	सँ	PSP	
42	खुलि	VM	
43	कऽ	VAUX	
44	स्वीकार	NN	
45	करी	VM	
46	जे	PRP	
47	,	SYM	
48	यीशु	NNP	
49	प्रभु	NN	
50	छथि	VM	
51	,	SYM	
52	आ	CC	
53	हृदय	NN	
54	सँ	PSP	
55	विश्वास	NN	
56	करी	VM	
57	जे	PRP	
58	,	SYM	
59	परमेश्वर	NNP	
60	हुनका	PRP	
61	मुइल	VM	
62	सभ	QF	
63	मे	PSP	
64	सँ	PSP	
65	जिऔलथिन	VM	
66	तँ	RB	
67	अहाँ	PRP	
68	उद्धार	NN	
69	पायब	VM	
70	।	SYM	
</Sentence>

<Sentence id=''''>
1	किएक	WQ	
2	तँ	RB	
3	हृदय	NN	
4	सँ	PSP	
5	विश्वास	NN	
6	कऽ	VM	
7	मनुष्य	NN	
8	धार्मिक	NN	
9	ठहरैत	VM	
10	अछि	VAUX	
11	,	SYM	
12	मुँह	NN	
13	सँ	PSP	
14	स्वीकार	NN	
15	कऽ	VM	
16	उद्धार	NN	
17	पबैत	VM	
18	अछि	VAUX	
19	।	SYM	
</Sentence>

<Sentence id=''''>
1	धर्मशास्त्र	NN	
2	सेहो	RP	
3	कहैत	VM	
4	अछि	VAUX	
5	जे	PRP	
6	,	SYM	
7	जे	PRP	
8	केओ	PRP	
9	हुनका	PRP	
10	पर	PSP	
11	भरोसा	NN	
12	राखत	VM	
13	,	SYM	
14	तकरा	PRP	
15	कहियो	NST	
16	लज्जित	NN	
17	नहि	NEG	
18	होमऽ	VM	
19	पड़तैक	VAUX	
20	।	SYM	
</Sentence>

<Sentence id=''''>
1	यहूदी	NNP	
2	आ	CC	
3	आन	JJ	
4	जाति	NN	
5	मे	PSP	
6	कोनो	PRP	
7	भेद	NN	
8	नहि	NEG	
9	अछि	VM	
10	-	SYM	
11	एक	QC	
12	प्रभु	NN	
13	सभक	RP	
14	प्रभु	NN	
15	छथि	VM	
16	,	SYM	
17	आ	CC	
18	जे	PRP	
19	सभ	QF	
20	हुनका	PRP	
21	सँ	PSP	
22	प्रार्थना	NN	
23	करैत	VM	
24	अछि	VAUX	
25	,	SYM	
26	ताहि	RB	
27	सभ	QF	
28	लोक	NN	
29	पर	PSP	
30	ओ	PRP	
31	खुशीपूर्बक	NN	
32	अपन	PRP	
33	आशिष	NN	
34	बरसबैत	VM	
35	छथि	VAUX	
36	।	SYM	
</Sentence>

<Sentence id=''''>
1	कारण	NN	
2	,	SYM	
3	लिखल	VM	
4	अछि	VAUX	
5	,	SYM	
6	जे	PRP	
7	केओ	PRP	
8	प्रभु	NN	
9	सँ	PSP	
10	विनती	NN	
11	करत	VM	
12	तकर	PRP	
13	उद्धार	NN	
14	होयतैक	VM	
15	।	SYM	
</Sentence>

<Sentence id=''''>
1	मुदा	CC	
2	लोक	NN	
3	तिनका	PRP	
4	सँ	PSP	
5	विनती	NN	
6	कोना	WQ	
7	करत	VM	
8	जिनका	PRP	
9	पर	PSP	
10	विश्वास	NN	
11	नहि	NEG	
12	कयने	VM	
13	अछि	VAUX	
14	?	SYM	
</Sentence>

<Sentence id=''''>
1	आ	CC	
2	तिनका	PRP	
3	पर	PSP	
4	विश्वास	NN	
5	कोना	WQ	
6	करत	VM	
7	जिनका	PRP	
8	विषय	NN	
9	मे	PSP	
10	सुनने	VM	
11	नहि	NEG	
12	अछि	VM	
13	?	SYM	
</Sentence>

<Sentence id=''>
1	आ	CC	
2	सुनत	VM	
3	कोना	WQ	
4	जाबत	NST	
5	धरि	PSP	
6	केओ	PRP	
7	हुनका	PRP	
8	सम्बन्ध	NN	
9	मे	PSP	
10	प्रचार	NN	
11	नहि	NEG	
12	करत	VM	
13	?	SYM	
</Sentence>

<Sentence id=''>
1	आओर	CC	
2	लोक	NN	
3	प्रचार	NN	
4	कोना	WQ	
5	करत	VM	
6	जाबत	NST	
7	धरि	PSP	
8	पठाओल	VM	
9	नहि	NEG	
10	जायत	VM	
11	?	SYM	
</Sentence>

<Sentence id=''>
1	धर्मशास्त्र	NN	
2	मे	PSP	
3	लिखल	VM	
4	अछि	VAUX	
5	जे	PRP	
6	,	SYM	
7	खुस	NN	
8	खबरी	NN	
9	सुनौनिहारक	VM	
10	पयरक	NN	
11	आगमन	NN	
12	कतेक	NST	
13	सुखद	NN	
14	अछि	VM	
15	।	SYM	
</Sentence>

<Sentence id=''''>
1	मुदा	CC	
2	सभ	QF	
3	इस्राएली	NNP	
4	एहि	PRP	
5	शुभ	JJ	
6	समाचार	NN	
7	केँ	PSP	
8	मानलनि	VM	
9	नहि	NEG	
10	।	SYM	
</Sentence>

<Sentence id=''>
1	जेना	PRP	
2	कि	CC	
3	यशायाह	NNP	
4	कहैत	VM	
5	छथि	VAUX	
6	जे	PRP	
7	,	SYM	
8	यौ	INJ	
9	प्रभु	NN	
10	हमरा	PRP	
11	सभक	QF	
12	द्वारा	PSP	
13	सुनाओल	VM	
14	गेल	VAUX	
15	उपदेशक	NN	
16	बात	NN	
17	पर	PSP	
18	के	WQ	
19	विश्वास	NN	
20	कयने	VM	
21	अछि	VAUX	
22	?	SYM	
</Sentence>

<Sentence id=''>
1	एहि	PRP	
2	तरहेँ	PSP	
3	अपना	PRP	
4	सभ	QF	
5	देखैत	VM	
6	छी	VAUX	
7	जे	PRP	
8	,	SYM	
9	सुनलाक	VM	
10	बाद	NST	
11	केओ	PRP	
12	विश्वास	NN	
13	कऽ	VM	
14	सकैत	VAUX	
15	अछि	VAUX	
16	आ	CC	
17	जे	PRP	
18	सुनबाक	VM	
19	अछि	VAUX	
20	,	SYM	
21	से	PSP	
22	अछि	VM	
23	मसीहक	NNP	
24	वचन	NN	
25	।	SYM	
</Sentence>

<Sentence id=''>
1	मुदा	CC	
2	आब	NST	
3	हम	PRP	
4	पुछैत	VM	
5	छी	VAUX	
6	जे	PRP	
7	,	SYM	
8	की	WQ	
9	ओ	PRP	
10	सभ	QF	
11	नहि	NEG	
12	सुनने	VM	
13	छथि	VAUX	
14	?	SYM	
</Sentence>

<Sentence id=''>
1	हँ	INJ	
2	,	SYM	
3	ओ	PRP	
4	सभ	QF	
5	अवश्य	NN	
6	सुनने	VM	
7	छथि	VAUX	
8	,	SYM	
9	जेना	PRP	
10	कि	CC	
11	धर्मशास्त्र	NN	
12	कहैत	VM	
13	अछि	VAUX	
14	जे	PRP	
15	सम्बाद	NN	
16	सुनाबऽ	VM	
17	बाला	PSP	
18	सभक	QF	
19	स्वर	NN	
20	समस्त	JJ	
21	पृथ्वी	NN	
22	पर	PSP	
23	पसरि	VM	
24	गेल	VAUX	
25	अछि	VAUX	
26	।	SYM	
</Sentence>

<Sentence id=''>
1	आ	CC	
2	हुनकर	PRP	
3	सभक	QF	
4	वचन	NN	
5	संसारक	NN	
6	कोना	WQ	
7	-	SYM	
8	कोना	RDP	
9	मे	PSP	
10	पहुँचि	VM	
11	गेल	VAUX	
12	अछि	VAUX	
13	।	SYM	
</Sentence>

<Sentence id=''>
1	हम	PRP	
2	फेर	NST	
3	पुछैत	VM	
4	छी	VAUX	
5	,	SYM	
6	की	WQ	
7	इस्राएली	NNP	
8	सभ	RP	
9	ओ	PRP	
10	शुभ	JJ	
11	समाचार	NN	
12	नहि	NEG	
13	बुझि	VM	
14	पौलनि	VAUX	
15	?	SYM	
</Sentence>

<Sentence id=''''>
1	हँ	INJ	
2	,	SYM	
3	अवश्य	NN	
4	बुझलनि	VM	
5	,	SYM	
6	कारण	NN	
7	,	SYM	
8	पहिने	NST	
9	मूसा	NNP	
10	कहलनि	VM	
11	जे	PRP	
12	प्रभु	NN	
13	कहैत	VM	
14	छथि	VAUX	
15	।	SYM	
</Sentence>

<Sentence id=''>
1	जे	PRP	
2	सभ	QF	
3	कोनो	PRP	
4	जाति	NN	
5	नहि	NEG	
6	अछि	VM	
7	,	SYM	
8	तकरा	PRP	
9	सभक	QF	
10	द्वारा	PSP	
11	हम	PRP	
12	तोरा	PRP	
13	सभ	QF	
14	मे	PSP	
15	डाह	NN	
16	उत्पन्न	NN	
17	करबह	VM	
18	आ	CC	
19	जाहि	PRP	
20	जातिक	NN	
21	लोक	NN	
22	सभ	QF	
23	किछु	QF	
24	बुझैत	VM	
25	नहि	NEG	
26	अछि	VM	
27	,	SYM	
28	तकरा	PRP	
29	सभक	QF	
30	द्वारा	PSP	
31	हम	PRP	
32	तोरा	PRP	
33	सभ	QF	
34	मे	PSP	
35	क्रोध	NN	
36	उत्प‍न्न	NN	
37	करबह	VM	
38	।	SYM	
</Sentence>

<Sentence id=''>
1	तखन	NST	
2	यशायाह	NNP	
3	एकदम	RB	
4	खुलि	VM	
5	कऽ	VAUX	
6	कहलनि	VAUX	
7	जे	PRP	
8	प्रभु	NN	
9	कहैत	VAUX	
10	छथि	VAUX	
11	।	SYM	
</Sentence>

<Sentence id=''>
1	जे	PRP	
2	सभ	QF	
3	हमरा	PRP	
4	तकैत	VM	
5	नहि	NEG	
6	छल	VM	
7	,	SYM	
8	से	PSP	
9	सभ	QF	
10	हमरा	PRP	
11	पाबि	VM	
12	लेलक	VAUX	
13	आ	CC	
14	जे	PRP	
15	सभ	QF	
16	हमरा	PRP	
17	सम्बन्ध	NN	
18	मे	PSP	
19	पुछितो	VM	
20	नहि	NEG	
21	छल	VM	
22	,	SYM	
23	तकरा	PRP	
24	सभ	QF	
25	पर	PSP	
26	हम	PRP	
27	अपना	PRP	
28	केँ	PSP	
29	प्रगट	VM	
30	कऽ	VAUX	
31	देलिक	VAUX	
32	।	SYM	
</Sentence>

<Sentence id=''>
1	मुदा	CC	
2	इस्राएली	NNP	
3	सभक	RP	
4	सम्बन्ध‍	NN	
5	मे	PSP	
6	ओ	PRP	
7	ई	PRP	
8	कहैत	VM	
9	छथि	VAUX	
10	।	SYM	
</Sentence>

<Sentence id=''''>
1	आज्ञा	NN	
2	नहि	NEG	
3	मानऽ	VM	
4	बाला	PSP	
5	आ	CC	
6	जिद्दी	NN	
7	अपन	PRP	
8	प्रजा	NN	
9	सभक	RP	
10	दिस	NST	
11	हम	PRP	
12	भरि	NST	
13	दिन	NN	
14	अपन	PRP	
15	बाँहि	NN	
16	पसारने	VM	
17	रहलहुँ	VAUX	
18	।	SYM	
</Sentence>

<Sentence id=''''>
1	परमेश्वर	NST	
2	अपन	PRP	
3	प्रजा	NN	
4	यहूदी	NNP	
5	सभक	RP	
6	परित्याग	NN	
7	नहि	NEG	
8	कयलनि	VM	
9	।	SYM	
</Sentence>

<Sentence id=''>
1	आब	NST	
2	ई	PRP	
3	प्रश्न	NN	
4	उठैत	VM	
5	अछि	VAUX	
6	जे	PRP	
7	,	SYM	
8	की	WQ	
9	परमेश्वर	NNP	
10	अपन	PRP	
11	प्रजा	NN	
12	इस्राएली	NNP	
13	सभक	RP	
14	परित्याग	NN	
15	कऽ	VM	
16	देने	VAUX	
17	छथि	VAUX	
18	?	SYM	
</Sentence>

<Sentence id=''>
1	किन्नाहुँ	NST	
2	नहि	NEG	
3	!	SYM	
</Sentence>

<Sentence id=''''>
1	हम	PRP	
2	अपने	PRP	
3	इस्राएली	NNP	
4	छी	VM	
5	,	SYM	
6	अब्राहमक	NNP	
7	वंशज	NN	
8	आ	VM	
9	बिन्यामीनक	NNP	
10	कुलक	NN	
11	छी	VM	
12	।	SYM	
</Sentence>

<Sentence id=''>
1	परमेश्वरर	NNP	
2	अपन	PRP	
3	ओहि	DEM	
4	प्रजा	NN	
5	केँ	PSP	
6	जकरा	PRP	
7	ओ	PRP	
8	शुरुए	NST	
9	सँ	PSP	
10	चिन्हैत	VM	
11	छलाह	VAUX	
12	,	SYM	
13	परित्याग	NN	
14	नहि	NEG	
15	कयने	VM	
16	छथि	VAUX	
17	।	SYM	
</Sentence>

<Sentence id=''>
1	की	WQ	
2	अहाँ	PRP	
3	सभ	RP	
4	नहि	NEG	
5	जनैत	VM	
6	छी	VAUX	
7	जे	PRP	
8	धर्मशास्त्रपक	NN	
9	ओहि	DEM	
10	भाग	NN	
11	मे	PSP	
12	की	WQ	
13	लिखल	VM	
14	अछि	VAUX	
15	,	SYM	
16	जतऽ	NST	
17	कहल	VM	
18	गेल	VAUX	
19	अछि	VAUX	
20	जे	PRP	
21	एलियाह	NNP	
22	कोना	WQ	
23	परमेश्वर	NNP	
24	सँ	PSP	
25	इस्राएली	NNP	
26	सभक	RP	
27	विरोध	NN	
28	मे	PSP	
29	सिकायत	VM	
30	कयलनि	VAUX	
31	?	SYM	
</Sentence>

<Sentence id=''''>
1	ओ	PRP	
2	कहलनि	VM	
3	,	SYM	
4	“यौ	INJ	
5	प्रभु	NN	
6	,	SYM	
7	ओ	PRP	
8	सभ	QF	
9	अहाँक	PRP	
10	प्रवक्ता	NN	
11	सभक	QF	
12	हत्या	NN	
13	कऽ	VM	
14	देने	VAUX	
15	अछि	VAUX	
16	आ	CC	
17	अहाँक	PRP	
18	बलि	NN	
19	वेदी	NN	
20	सभ	QF	
21	केँ	PSP	
22	नष्टय	NN	
23	कऽ	VAUX	
24	देने	VAUX	
25	अछि	VAUX	
26	।	SYM	
</Sentence>

<Sentence id=''>
1	हम	PRP	
2	असगरे		
3	अहाँ	PRP	
4	केँ	PSP	
5	मानऽ	VM	
6	वला	PSP	
7	बाँचि	VM	
8	गेल	VAUX	
9	छी	VAUX	
10	आ	CC	
11	ओ	PRP	
12	सभ	QF	
13	हमरो	PRP	
14	प्राण	NN	
15	लेबऽ	VM	
16	चाहैत	VAUX	
17	अछि	VAUX	
18	।	SYM	
</Sentence>

<Sentence id=''>
1	”तँ	RB	
2	परमेश्वर	NNP	
3	हुनका	PRP	
4	की	WQ	
5	उत्तर	NN	
6	देलथिन	VM	
7	?	SYM	
</Sentence>

<Sentence id=''>
1	ई	PRP	
2	जे	PRP	
3	,	SYM	
4	“हम	PRP	
5	अपना	PRP	
6	लेल	PSP	
7	सात	QC	
8	हजार	CL	
9	लोक	NN	
10	केँ	PSP	
11	बँचा	VM	
12	कऽ	VAUX	
13	रखने	VAUX	
14	छी	VAUX	
15	,	SYM	
16	जे	PRP	
17	सभ	QF	
18	बाअल	NNP	
19	देवताक	NN	
20	मुरुतक	NN	
21	समक्ष	NN	
22	दण्डेवत	NN	
23	नहि	NEG	
24	कयने	VM	
25	अछि	VAUX	
26	।	SYM	
</Sentence>

<Sentence id=''>
1	”ठीक	JJ	
2	एही	PRP	
3	प्रकारेँ	NN	
4	वर्तमान	JJ	
5	समय	NN	
6	मे	PSP	
7	सेहो	RP	
8	परमेश्वर	NNP	
9	अपना	PRP	
10	प्रजा	NN	
11	मे	PSP	
12	सँ	PSP	
13	अपना	PRP	
14	लेल	PSP	
15	एक	QC	
16	छोट	JJ	
17	भाग	NN	
18	बचा	VM	
19	कऽ	VAUX	
20	रखने	VAUX	
21	छथि	VAUX	
22	जकरा	PRP	
23	ओ	PRP	
24	अपना	PRP	
25	कृपा	NN	
26	सँ	PSP	
27	चुनलनि	VM	
28	।	SYM	
</Sentence>

<Sentence id=''>
1	6	QC	<fs af=',,,,,,,'>
2	आओर	CC	<fs af=',,,,,,,'>
3	ई	PRP	
4	जँ	RB	
5	परमेश्वरक	NNP	
6	कृपाक	NN	
7	परिणाम	NN	
8	अछि	VM	
9	,	SYM	
10	तँ	RB	
11	मनुष्यक	NN	
12	कर्मक	NN	
13	फल	NN	
14	आब	NST	
15	नहि	NEG	
16	भेल	VM	
17	,	SYM	
18	नहि	NEG	
19	तँ	RB	
20	परमेश्वरक	NNP	
21	कृपा	NN	
22	कृपे	NN	
23	नहि	NEG	
24	रहैत	VM	
25	।	SYM	
</Sentence>

<Sentence id=''''>
1	तँ	RB	
2	एकर	PRP	
3	मतलब	NN	
4	की	WQ	
5	भेल	VM	
6	?	SYM	
</Sentence>

<Sentence id=''''>
1	ई	PRP	
2	जे	PRP	
3	,	SYM	
4	इस्राएली	NNP	
5	सभ	RP	
6	जाहि	PRP	
7	बातक	NN	
8	खोज	NN	
9	मे	PSP	
10	छलाह	VM	
11	,	SYM	
12	से	PSP	
13	हुनका	PRP	
14	सभ	QF	
15	गोटे	CL	
16	केँ	PSP	
17	नहि	NEG	
18	भेटलनि	VM	
19	,	SYM	
20	मुदा	CC	
21	तिनका	PRP	
22	सभ	QF	
23	केँ	PSP	
24	भेटलनि	VM	
25	जे	PRP	
26	सभ	QF	
27	चुनल	VM	
28	गेल	VAUX	
29	छलाह	VAUX	
30	।	SYM	
</Sentence>

<Sentence id=''>
1	बाँकी	JJ	
2	लोक	NN	
3	सभ	RP	
4	जिद्दी	NN	
5	बनि	VM	
6	गेलैक	VAUX	
7	,	SYM	
8	जेना	PRP	
9	धर्मशास्त्र	NN	
10	मे	PSP	
11	लिखलो	VM	
12	अछि	VAUX	
13	,	SYM	
14	परमेश्वर	NNP	
15	ओकरा	PRP	
16	सभक	QF	
17	मोन	NN	
18	सुस्त	NN	
19	बना	VM	
20	देलथिन	VAUX	
21	,	SYM	
22	एहन	JJ	
23	आँखि	NN	
24	देलथिन	VM	
25	जे	PRP	
26	देखि	VM	
27	नहि	NEG	
28	सकैत	VM	
29	छल	VAUX	
30	।	SYM	
</Sentence>

<Sentence id=''>
1	आ	CC	
2	एहन	JJ	
3	कान	NN	
4	देलथिन	VM	
5	जे	PRP	
6	सुनि	VM	
7	नहि	NEG	
8	सकैत	VM	
9	छल	VAUX	
10	।	SYM	
</Sentence>

<Sentence id=''>
1	आओर	CC	
2	आइ	NST	
3	धरि	PSP	
4	ओकरा	PRP	
5	सभक	QF	
6	दशा	NN	
7	एहने	PRP	
8	बनल	VM	
9	छैक	VAUX	
10	।	SYM	
</Sentence>

<Sentence id=''''>
1	तहिना	RB	
2	दाऊद	NNP	
3	कहैत	VM	
4	छथि	VAUX	
5	जे	PRP	
6	ओकर	PRP	
7	सभक	QF	
8	भोजन	NN	
9	ओकरा	PRP	
10	सभक	QF	
11	लेल	PSP	
12	जाल	NN	
13	आ	CC	
14	फाँस	NN	
15	बनि	VM	
16	जाइक	VAUX	
17	,	SYM	
18	ओकरा	PRP	
19	सभक	QF	
20	पतन	NN	
21	आ	CC	
22	दण्डक	NN	
23	कारण	NN	
24	बनैक	VM	
25	।	SYM	
</Sentence>

<Sentence id=''''>
1	ओकरा	PRP	
2	सभक	QF	
3	आँखिक	NN	
4	आगाँ	NST	
5	अन्हार	NN	
6	पसरि	VM	
7	जाइक	VAUX	
8	जाहि	PRP	
9	सँ	PSP	
10	ओ	PRP	
11	सभ	QF	
12	देखि	NN	
13	नहि	NEG	
14	सकय	VM	
15	आ	CC	
16	ओकरा	PRP	
17	सभक	QF	
18	पीठ	NN	
19	सभ	RP	
20	दिनक	NN	
21	लेल	PSP	
22	बोझ	NN	
23	सँ	PSP	
24	झुकल	VM	
25	रहैक	VAUX	
26	।	SYM	
</Sentence>

<Sentence id=''>
1	कलम	NN	
2	लगाओल	VM	
3	गेल	VAUX	
4	ठाढ़ि	NN	
5	।	SYM	
</Sentence>

<Sentence id=''>
1	ई	PRP	
2	प्रश्न	NN	
3	आब	NST	
4	उठि	VM	
5	सकैत	VAUX	
6	अछि	VAUX	
7	जे	PRP	
8	,	SYM	
9	की	WQ	
10	इस्राएली	NNP	
11	सभ	RP	
12	एहन	JJ	
13	ठोकर	NN	
14	खयलनि	VM	
15	जे	PRP	
16	आब	NNP	
17	हुनका	PRP	
18	सभक	QF	
19	लेल	PSP	
20	कोनो	PRP	
21	उपाय	NN	
22	नहि	NEG	
23	अछि	VM	
24	?	SYM	
</Sentence>

<Sentence id=''''>
1	किन्नहुँ	NST	
2	नहि	NEG	
3	!	SYM	
</Sentence>

<Sentence id=''>
1	बल्कि	CC	
2	हुनका	PRP	
3	सभक	QF	
4	अपराधक	NN	
5	कारण	NN	
6	गैर	JJ	
7	-	SYM	
8	यहूदी	NNP	
9	लोक	NN	
10	सभ	RP	
11	केँ	PSP	
12	उद्धार	NN	
13	भेटल	VM	
14	अछि	VAUX	
15	,	SYM	
16	जाहि	PRP	
17	सँ	PSP	
18	,	SYM	<fs af=',,,,,,,'>
19	देखि	VM	
20	कऽ	VAUX	
21	इस्राएली	NNP	
22	सभ	RP	
23	मे	PSP	
24	उद्धार	NN	
25	पयबाक	NN	
26	उत्सुकता	NN	
27	जागि	VM	
28	उठनि	VAUX	
29	।	SYM	
</Sentence>

<Sentence id=''>
1	आब	NST	
2	जखन	NNP	
3	इस्राएली	NNP	
4	सभक	RP	
5	अपराध	NN	
6	आ	CC	
7	पतन	NN	
8	सँ	PSP	
9	संसार	NN	
10	केँ	PSP	
11	,	SYM	
12	अर्थात्	CC	
13	आन	JJ	
14	जाति	NN	
15	सभ	QF	
16	केँ	PSP	
17	,	SYM	
18	एतेक	QF	
19	लाभ	NN	
20	भेलैक	VM	
21	,	SYM	
22	तँ	RB	
23	सोचू	VM	
24	जे	PRP	
25	तखन	NST	
26	कतेक	NST	
27	लाभ	NN	
28	होयत	VM	
29	जखन	NST	
30	ओ	PRP	
31	सभ	QF	
32	इस्राएली	NNP	
33	,	SYM	
34	जतेक	NST	
35	केँ	PSP	
36	परमेश्वर	NNP	
37	चुनने	VM	
38	छथि	VAUX	
39	,	SYM	
40	से	PSP	
41	अपन	PRP	
42	पूर्ण	JJ	
43	संख्या	NN	
44	मे	PSP	
45	विश्वास	NN	
46	कऽ	VM	
47	कऽ	VAUX	
48	मसीह	NNP	
49	लग	NST	
50	आबि	NST	
51	जयताह	VM	
52	!	SYM	
</Sentence>

<Sentence id=''''>
1	आब	NST	
2	अहाँ	PRP	
3	सभ	RP	
4	केँ	PSP	
5	,	SYM	
6	जे	PRP	
7	सभ	QF	
8	गैर	JJ	
9	-	SYM	
10	यहूदी	NNP	
